day_of_week,weekend_indicator,holiday_indicator,month,quarter,cost_lag_1,cost_lag_7,cost_lag_30,cost_rolling_7,cost_rolling_14,cost_rolling_30,staff_count,overtime_hours,production_volume,marketing_spend,daily_sales,inventory_level,shipping_cost,weather_temperature,weather_precipitation,exchange_rate,commodity_price_index
5,0,1,11,1,388.57686614,475.36562487,215.50002497,263.91471017,334.75917958,347.69772502,23,4.88911923,278,1730.91901262,3988.14945648,393.65415426,87.56968739,25.94761871,3.78374213,71.9858805,128.51598393
6,0,0,11,1,235.83446403,439.82805652,423.05706556,309.24545396,229.99048839,259.09767399,22,5.82227088,481,2286.3178405,3315.7993805,448.41139606,256.30834564,33.41372963,15.17877372,77.77889645,127.61700661
6,1,1,11,2,320.88097735,327.96062546,229.44098691,297.79892969,342.48332189,274.9626606,22,3.76955285,881,1184.57883674,2299.41135406,393.9360147,247.8334424,28.84995495,3.5296199,72.73539072,132.70003792
2,0,1,2,2,173.83534702,305.3496918,214.05684721,244.14111135,196.1596529,361.31541373,73,2.07921069,590,2082.73124956,4020.4186208,441.40930398,179.67295422,27.04716833,8.31205003,75.86322607,133.23152371
5,0,1,7,1,304.87753579,390.97903332,393.37148458,314.07441974,220.49112306,180.15955706,83,3.5040396,679,2154.75425806,1972.46289854,272.03458359,268.89778645,23.04606375,9.98948897,71.19713329,113.48425182
4,1,0,11,4,149.24294851,266.12956238,418.09703323,270.9400444,369.28825953,321.96753307,83,4.11242159,351,1666.56459682,3365.01350892,236.72993099,125.83460548,26.55497055,14.71749163,75.51333359,132.38085824
5,1,1,3,1,166.24036277,452.71820023,349.95482419,252.70009446,195.31790153,230.0532739,57,3.95608155,451,2177.99677867,1718.21567846,304.347383,87.69200749,26.28644904,13.12425484,76.56562511,129.91451366
3,1,0,11,4,432.32973009,470.78173728,239.34337376,267.22731702,280.44944462,273.51868566,82,5.81593348,398,1423.48011922,3207.35708352,310.71992736,184.13736035,24.88722882,6.64221087,73.9037668,126.44502902
4,1,1,11,2,165.19650394,206.77408016,287.65901398,314.5227449,352.644437,313.15156557,23,6.9980992,769,1302.43203801,2931.51960375,389.60658011,144.43876795,26.71499722,3.5406936,74.18360932,112.91600369
2,1,1,4,3,250.97790691,450.96955695,418.13329268,286.98611363,246.27706369,243.1998753,69,0.75721927,484,810.28856523,3110.52027198,168.82004006,246.51741475,26.43245752,10.00655976,74.31969651,112.07820858
3,1,1,11,3,315.72949677,361.23780025,307.5558022,267.68686473,366.37043625,242.66150731,23,2.74504238,663,942.86782537,1444.06481958,251.81098763,88.35283961,29.40249856,11.22001538,71.01127965,128.32271292
2,1,1,11,2,357.63733485,205.99095892,188.17171063,176.18745641,321.93164456,196.25721788,49,8.57133507,901,826.36620947,3080.29405222,307.64207555,184.86839721,25.33407333,6.82263816,72.40617561,128.37213033
5,1,1,5,4,362.96592902,327.81761037,421.94625218,303.36143176,175.42908809,332.07854373,36,3.45745421,468,822.08641897,2130.94213848,111.61947904,111.88280263,21.73300332,9.02069066,78.10675679,128.56065109
3,0,1,5,2,433.22409394,470.29281315,313.90677437,250.40274306,243.74009098,344.00895621,45,1.98139111,781,732.56838029,3669.11841123,239.34271816,186.25562598,32.29273229,9.36835052,77.93819303,128.13814193
6,0,1,11,2,158.32918858,344.21133106,275.55871003,227.45078645,337.69321192,287.64790048,80,0.79285881,453,1323.63711405,3036.32059251,176.79532168,195.2808477,23.07038871,8.20980325,77.18833836,134.00872788
3,1,0,8,3,157.19164729,250.62808216,138.73531638,186.65622096,342.79462095,369.5533475,49,4.593095,467,2218.29262823,1966.25582953,164.78902985,184.98784468,31.9452444,8.60583965,72.93451629,114.02417921
5,0,1,11,2,140.1770567,229.01931993,323.82407873,318.33366253,358.1075481,287.47917937,28,2.62292375,921,1057.07557562,1717.1011884,275.0555921,129.53988791,26.97724983,11.75548575,72.68194339,106.92176637
3,1,1,3,4,164.57055091,327.87648059,408.22206857,307.67234283,229.75689026,243.07495952,45,2.51320646,243,1731.12304894,2729.37486708,120.04314002,206.39170704,32.19847332,9.61029672,72.93847838,113.22961853
6,0,0,7,4,341.11303827,456.54523441,317.34602158,303.99121172,219.46305383,340.20245038,82,4.635977,602,957.43553141,3385.52682159,377.7556685,107.45171848,26.09344769,6.39200828,76.47274886,109.66897674
6,1,1,4,4,361.10648367,475.9691867,229.67954973,299.90728597,340.66082889,300.95119437,81,1.00080856,403,909.70056872,3128.78641876,273.48942494,207.28345243,32.16807845,11.59042954,72.64888909,142.14592812
6,0,1,11,1,458.72823759,322.88384858,379.19344229,313.94777682,243.75824931,352.60544054,34,1.96039499,499,2085.31659996,3386.80566577,386.62025708,247.30600174,24.07192055,11.96440012,72.63702132,139.8564254
3,0,1,11,3,164.84939368,359.08971543,135.0675602,264.59310089,366.59940925,170.95418318,34,2.5351395,305,1040.91197434,3986.89194539,166.00811155,195.44092948,27.67480967,10.00922455,72.45242083,115.05200425
5,1,1,7,1,376.69274487,176.21805358,135.98046577,273.41399361,359.78883625,340.08776074,22,3.77023442,351,2061.74445208,3384.95022724,237.41209391,207.71414576,29.84078021,4.30796469,72.26842345,121.09147381
2,0,0,11,4,443.95729876,170.77916168,379.38699933,258.36449936,376.20424245,172.32577918,47,1.33803499,207,1745.21239739,2295.19516939,426.86480136,127.91687592,18.06591786,4.15779289,72.32286757,141.71728973
4,0,1,11,4,349.58993362,350.23512488,274.60503668,213.82390257,364.16476187,174.45768364,68,1.3387522,223,2301.42226477,3529.02593852,394.05548634,97.07164061,25.19944522,5.99818745,78.39667374,108.45639794
2,1,1,5,1,215.6403819,199.76669311,303.78944452,287.62009497,286.9157869,297.0457302,74,5.76529084,917,1414.82275648,3025.97467911,267.4550832,101.28654169,29.41522242,12.18917469,71.79255452,133.92474521
7,0,1,8,3,375.67137004,327.87221108,132.64857226,309.852766,213.94324575,245.32097944,70,2.63278814,909,2163.50783306,1621.9368194,284.99143267,105.4711917,26.71529206,9.71997762,73.37902808,131.00643749
6,0,0,11,2,199.91540717,299.18435914,335.45835113,297.48328017,299.78923508,242.87539967,84,0.75849607,724,727.90075943,2003.77458901,412.65784615,123.29604732,21.92391094,8.49200655,74.24898047,130.87236794
6,0,1,9,2,309.44789578,196.23806647,210.46381717,196.89867864,357.01170022,176.84582267,63,7.49669964,677,1353.04355743,3100.92553457,354.16645252,181.33360047,21.68957523,11.29070938,74.00513642,119.59986401
2,0,1,3,2,154.95056766,255.31158085,415.08553195,185.91047617,348.66084334,326.02749207,37,1.88208515,560,2499.89341644,3141.89137066,394.48814259,247.94486991,27.20851183,7.11358651,73.77686961,138.63639075
2,1,0,3,1,321.85507302,359.44328524,355.31700206,257.83262165,229.81511254,173.96109152,30,6.49781608,903,931.04652789,1949.48534301,195.3431243,89.6538324,18.06242869,7.77300285,75.42097128,128.55859927
5,1,1,11,3,356.26219944,186.88834719,310.34389581,305.13863389,246.72954303,175.52779686,21,5.51861726,356,1654.73101975,2765.13468122,337.71223506,101.93766937,32.48408871,15.05676014,72.13323146,106.96220405
2,0,0,11,3,341.2555425,172.24573651,271.84003316,234.60220147,344.06505313,262.18671154,28,4.11209532,820,1421.89307308,1854.19989887,460.75207672,164.57140533,22.87210829,9.0606047,74.02451064,120.80388338
6,1,1,7,1,358.23338107,358.35743308,194.65731587,265.53242887,376.33801033,349.07475245,62,2.02388518,893,2055.5238034,2756.22460149,441.17649147,172.34750273,26.93992768,15.13001279,75.78963045,133.91619635
5,1,0,9,4,137.56690619,298.56576825,380.42863526,339.05048536,294.27585227,179.31874971,58,0.87320652,319,734.30325305,3985.391404,205.03660128,117.23633974,28.22907197,11.74823452,75.6034961,132.48583132
6,1,1,11,3,151.59726059,461.71277137,137.23930778,246.76541678,328.80197284,173.70639474,56,2.9641221,710,1653.78020667,1436.75042907,382.51677268,87.75789542,32.79883286,14.7704053,71.0394591,124.69546285
2,0,1,9,2,192.03192546,202.17646616,316.23328641,175.07831079,229.94843887,170.97124196,29,4.71007037,262,1425.18038892,2035.45048223,351.90349776,147.90410275,27.83783276,9.13926691,74.91890738,113.2290943
2,0,0,10,1,360.25803931,203.30229769,243.92109217,324.76123483,253.92282583,261.33978086,57,7.49891484,862,1195.94429857,2136.33670522,264.93460783,254.01621125,27.72838691,5.02884581,77.99900699,112.55056471
5,0,1,11,2,316.9399113,329.86546579,377.98968093,325.41157051,297.7318892,232.98397802,83,2.65588207,590,1674.34328942,2711.75269442,262.96621144,188.3879343,23.68018754,10.1309861,71.02659806,140.80418671
2,1,0,11,1,410.26640294,423.61089678,154.93160691,328.01027765,338.09125815,177.76821776,82,0.7810491,802,890.87602304,3110.19004075,394.41980934,181.67137756,28.91083036,14.35380662,72.9438937,143.25693627
4,1,0,3,1,374.52886218,369.09591915,333.60063446,268.448043,175.57270922,171.17990551,80,3.86125157,460,2075.26326904,2431.48704388,111.45891889,203.22478096,26.91585301,10.24239859,76.54261991,133.20399344
5,0,1,11,4,360.08494633,229.75684388,380.35018608,193.31847835,178.18827892,353.61844403,61,2.64210381,891,805.80082475,1986.18319016,117.63939231,188.02115494,31.24027831,9.05289765,71.8079509,106.8838292
2,1,1,7,2,194.70555332,197.55519137,418.81146026,321.10558967,220.47956039,242.71127221,72,4.8137024,291,1037.60435101,2809.75120425,186.77667408,212.01419415,25.91206614,3.89926578,70.99553755,133.09577465
7,0,0,10,2,371.6951974,456.57553703,209.94399679,333.69356042,172.82248233,289.50554025,37,7.53978222,248,2088.73639739,1875.82145782,361.71013652,247.57205777,18.05711709,4.27862128,76.58776797,119.34285835
5,1,1,11,2,357.5037918,327.43285252,246.08026721,191.79200808,337.70763311,240.48939799,29,2.78814325,326,961.01821892,3387.44426792,269.50955352,164.13801676,18.47517566,7.04048885,72.43327336,141.68144945
2,1,1,6,3,403.23611504,205.54853111,356.46664002,172.29646283,229.91760347,257.66905216,67,3.94695666,876,1423.02173295,1655.88065126,128.34846574,242.7561009,28.89562323,4.4965519,75.88075918,113.4764396
5,0,0,5,3,315.25719429,249.02189356,380.79764223,268.47521425,353.06421383,249.26710435,74,7.5019577,819,1163.41670889,4045.25231595,386.83231879,110.24661789,23.73455779,7.05577316,72.05170056,113.6084349
2,0,0,10,3,362.68473669,197.18557332,380.01118936,242.63200285,226.98336569,175.45102378,57,4.11228154,748,811.98342613,1842.66811653,221.38685519,162.97645895,32.75041963,2.97631568,77.41676305,108.62757923
3,0,0,12,3,221.02654242,219.16231007,431.4548497,267.6956696,322.49885168,170.98565427,44,2.64697442,916,2055.42662058,1441.52729641,283.15629929,236.53512029,18.62244702,9.53143213,78.09106511,127.72789969
3,1,0,3,4,376.19171081,358.8874951,395.81009055,248.98572761,249.79914049,317.39857408,26,5.04302645,902,893.97935637,1970.88164765,316.99657862,183.49602466,27.7977131,12.77339088,71.19896704,129.99582586
2,1,1,11,2,381.60016902,174.49721647,149.55983128,244.25017826,337.68918633,171.13571875,23,7.49723482,673,2349.29652014,1623.43406739,291.13003647,205.78492974,26.69045957,3.2326147,72.96587306,113.24129939
2,0,1,5,3,337.36359808,264.60622046,381.0934572,256.71615066,271.2946104,367.44353535,44,4.80174324,591,1414.6121855,1433.68585985,274.60166335,145.96734291,26.85824875,9.98490695,72.02889475,114.18753715
5,1,0,2,4,369.04715016,214.8841402,304.71618484,274.26979104,256.80877161,171.10801509,26,1.15310134,517,1636.84574969,2630.44211005,204.32447247,244.12958748,26.80836395,3.19286501,76.67139176,112.88883806
3,0,1,11,4,225.70861734,384.67392711,408.09654091,263.0087641,321.62323897,339.57577989,62,2.06119426,262,1671.08144473,3124.23338181,314.38475459,206.85822197,27.17287234,3.11617395,70.94301498,128.7855024
7,0,0,8,4,374.1433817,440.39269641,385.37461505,193.30830678,265.27288308,176.84480115,79,4.12857758,426,1381.0651935,2662.66055206,153.29932134,140.1509172,28.89912201,3.1159773,74.2365198,112.11983525
7,0,1,5,1,387.7302047,250.66711337,243.86862191,239.82505721,351.57806456,266.27710006,43,5.68388495,382,1654.2168286,2441.27795579,264.03263729,221.39528276,26.45393136,2.42716973,71.93594523,129.81077824
5,1,1,7,4,315.0403398,440.9946785,190.16687353,314.80746257,198.02311616,243.65544208,26,2.70219743,240,1058.48042705,2114.46307773,367.73436929,155.84532959,32.80607346,14.26643611,72.6645743,140.79099139
2,1,1,9,3,166.55150013,395.6748318,370.39486728,173.51730805,348.70601624,326.33530991,68,2.69891298,576,2118.1698911,2027.91043754,274.96479888,181.34548479,30.56798998,7.12758896,76.65110418,126.93661537
2,0,1,3,3,345.34965565,468.67330051,341.4481431,245.69230094,327.20783158,328.68364597,71,2.58902403,416,1418.8712433,1624.82240425,348.36673806,255.21840687,30.63899579,12.01523238,72.59931837,121.57776479
3,0,1,11,4,367.99267417,366.89105861,418.97185787,268.4483321,364.36857204,315.59801308,32,8.5067302,251,1352.78934817,1506.45197018,309.00920035,254.94837472,26.73960176,4.01307913,72.32588016,108.51878452
5,1,0,11,2,457.3987832,304.90550747,334.80740445,190.30648155,220.49809958,179.31528451,40,1.336489,900,2505.65210063,2590.24807691,196.26999615,97.33556338,21.80393899,12.81198642,73.83430271,126.73244803
5,1,0,2,4,237.06832959,465.80135487,423.82969028,311.25255375,350.92708554,174.47430147,45,0.82039354,879,821.49248821,3113.44044188,242.20604751,249.00784175,23.96431316,10.28464793,75.88793096,114.27932063
5,0,1,6,4,445.27046692,196.90871382,380.84696179,172.54101787,353.21094626,243.6215105,24,3.92779564,558,1204.96320028,1895.18189349,308.48417819,191.36339363,27.48129087,11.69866292,72.68384174,117.61473645
5,0,1,11,2,236.0023138,346.52972008,316.80751362,286.510037,227.68876347,171.90386322,40,2.72327587,698,2024.47994097,1606.70965063,313.98060156,87.85114718,26.69005878,11.25854563,76.44195328,119.26293717
7,1,0,3,4,166.31314676,288.74209049,317.00065086,330.13038495,244.22400081,238.56395639,84,7.37358116,922,1679.83795093,3054.55251684,132.69629288,165.59903121,27.35013393,4.29789379,72.64352446,121.45446251
5,1,1,11,4,415.57753852,208.050271,135.29478766,305.11666369,337.29370629,337.05462015,30,4.1345091,232,1340.55241186,1450.46612794,354.298491,252.90399991,28.9046225,4.47085918,71.79971156,128.27517865
2,1,0,5,4,142.36892208,221.25233061,357.38276875,319.54062001,329.47080303,179.3730093,21,3.77808189,527,1418.56606646,2204.79998372,156.09956263,124.05646876,21.75559755,3.97580774,72.68373814,130.22465909
7,0,1,11,3,361.5182626,327.94138269,380.87174649,293.88227011,177.2775462,179.34690807,28,4.14078776,744,924.97252243,1807.16149083,379.24567423,248.30201158,32.49424967,3.49607209,74.24717617,134.08017751
4,1,1,11,3,451.80755721,387.52241224,200.95326387,294.28981397,307.32114618,363.76665454,83,0.75598195,304,1916.55858734,2482.78943388,310.58993586,251.29841538,22.9574411,11.38163823,75.46445175,113.49482932
4,0,0,5,1,390.33113865,216.58702556,233.19481582,219.92703946,307.51017593,268.12775077,26,5.00973686,705,2266.97705254,3869.68693883,434.46673436,134.48128324,21.8530619,9.48366069,77.55970222,141.61042527
2,0,1,11,3,201.51219317,351.12901974,341.66411153,192.87490933,354.82264844,273.25206255,21,2.41623145,243,736.41232756,1709.88217637,309.9544739,178.83023709,25.69499398,9.05011454,72.27461543,116.576467
5,0,0,5,2,142.60608626,211.83996335,216.66198525,257.49952718,220.49725294,298.3285308,23,1.33439698,260,794.83046909,3675.90262939,191.30140807,87.61083872,31.33813926,8.26019287,71.38715695,143.32418483
3,0,0,2,1,385.61160821,473.20766554,327.02341239,187.36037808,250.22813008,179.40614689,79,1.88660971,219,754.23070256,2390.18709549,391.66365719,213.75604956,31.32006754,12.7562703,78.11177445,106.36425659
2,1,1,11,2,382.42556301,358.92905769,248.55750932,191.55946355,307.64251461,325.33085444,76,2.40595204,459,1017.60840174,3800.92247773,132.84029343,90.1256274,29.4263245,8.04345549,76.48397774,136.69602698
6,1,1,12,3,140.20872474,208.11967973,418.89183739,244.64412232,232.7907061,290.2668151,22,5.89984131,373,1410.38811395,2472.84370372,135.55791891,136.12591341,29.60519844,11.72007827,74.25926232,127.41786174
4,0,1,11,4,321.87054003,377.34424491,316.39494221,304.46484838,336.65884555,351.34611278,24,4.93314602,386,985.47406319,2266.4140528,304.10961027,136.02214385,30.29800057,15.50912499,74.35220782,136.1053836
4,1,1,11,4,454.26483424,440.44114561,350.19040669,323.96572389,367.41134701,173.64646095,72,2.68796933,212,1193.66854786,1496.47899258,237.23208786,147.39831593,23.59214853,1.77742745,75.58385356,106.08008821
3,0,0,11,4,364.03619437,328.9870345,332.1531578,268.4778548,321.25755051,171.05531622,78,7.57065272,299,1648.75140893,1653.60934267,288.22748384,108.64468312,24.06428887,3.59550333,76.69798724,127.68447865
4,0,1,8,2,152.18697859,211.43475715,135.64154639,256.49337504,194.56013331,185.42865805,68,3.76944483,861,1024.47221151,1975.61874954,250.95216927,116.63841896,25.84222295,2.96635414,77.99907336,133.23157786
2,1,1,4,3,376.47876909,211.15015301,303.35566084,311.20047515,325.14149814,317.38619091,37,7.5624023,429,925.79671241,2635.75364117,395.77937129,108.86471637,26.44122977,7.90843288,77.55665696,130.65699493
5,0,1,2,4,289.85756759,327.40821913,376.56110344,312.86766413,353.49363003,318.61455406,38,2.26320541,220,932.59592985,1714.51094797,305.46933463,248.7810815,18.09491748,7.2219962,75.66675024,118.69211296
2,1,1,4,4,317.70572113,420.01875337,407.76243768,287.02695715,243.87280781,341.44188523,76,0.81978699,904,926.1340518,1495.89620061,278.84857966,239.26706307,31.34940831,3.38420971,71.81289279,130.00529719
3,0,1,11,3,366.94358984,184.47871294,376.02835687,279.87424122,278.8007457,291.35314588,76,5.46783562,875,1716.49837978,1977.52458415,161.69881661,174.8517429,23.10116153,13.85114875,77.9982436,143.19280544
2,1,1,11,3,380.79440601,442.12410183,307.81978013,261.16068157,174.42915002,231.7829696,82,5.82376691,409,906.00597495,3357.56742083,362.50079569,188.54489618,25.31157795,3.11736256,72.08419049,126.09227534
6,1,0,12,2,433.42261319,248.02827256,303.36896257,328.00237861,355.41946316,170.9197252,75,1.33338112,412,1414.93441419,2474.04527986,430.87114265,144.54762583,25.19480388,4.29348249,76.69648636,120.00528356
2,0,1,11,1,336.6598513,358.24907195,312.34897305,318.89868859,376.34216189,333.39989386,66,2.6961989,433,929.5015974,3986.82909278,124.72456865,237.82064741,29.71427421,10.02474794,71.62317988,127.21536961
2,0,1,11,4,363.41010804,253.94626428,418.38406362,270.41384656,338.51896745,243.89066799,48,7.49837855,245,1750.38826417,1977.84910787,195.9651513,88.87671404,26.60959375,11.3497386,74.23031247,133.19741343
6,0,1,4,2,143.37872328,328.00646412,286.30527252,222.87676788,321.02536631,308.46617002,72,2.61370229,888,1715.39275032,1992.60347922,316.90451097,126.55030995,25.68226603,4.18189975,72.29632631,113.86293134
3,1,0,3,3,322.04809166,253.73509609,165.77606335,288.10757417,354.57155482,270.79253159,80,5.86274584,731,917.75981927,1948.95125226,307.79571345,182.75556231,22.97628471,3.82577808,75.11730428,113.69757623
5,0,1,11,4,231.88862737,359.06276345,284.09286051,217.18462758,375.88883677,274.57970662,46,5.37988653,530,1888.87444113,1449.26894983,426.61418742,149.31065269,31.37209194,14.8200323,73.94393773,136.21102752
5,1,0,8,2,374.15092915,169.11439171,135.69550609,287.07608784,327.05088128,283.72696009,50,2.05974038,677,1406.42071764,3974.48976546,165.89088968,106.36216555,24.66520855,7.54272029,72.20780066,127.29129455
7,0,1,2,4,230.21132611,276.47253228,303.65206126,305.91573491,334.82358049,347.57400266,71,2.75914411,877,1417.66469063,3383.01847104,283.56740088,146.28858266,29.37081282,9.05166847,77.09527674,126.32347957
3,1,0,11,2,361.47307572,395.77840157,138.39965504,303.58566133,349.84376061,243.7827371,83,3.77544014,858,1416.8775377,2755.57108458,421.33288449,236.84939711,27.88342841,11.7642326,71.81363783,128.63807447
5,0,1,11,1,200.79088775,170.06683568,303.89029204,254.16537446,335.28856114,355.554723,70,2.72134326,429,1650.83351172,2645.53282439,212.2503081,248.50652326,22.79662712,3.2631878,75.16443061,113.03876822
6,1,0,7,4,318.63377553,170.79366826,423.99964344,317.16983987,345.38714662,335.52516466,78,8.22641682,472,820.72331236,3860.35533831,393.28955858,248.78939215,28.92466452,3.1138059,72.39150427,106.58466864
4,1,1,11,1,190.32144211,175.57889213,214.67261694,259.83680153,351.04064533,349.08426267,43,0.78946757,810,1404.31501417,3964.14576711,268.42029591,158.23208645,27.20326921,3.10593334,71.91738663,130.03024895
4,0,0,11,3,139.0847738,326.81944179,243.88732995,331.71143136,351.94598372,325.85281949,84,7.65482701,900,1193.96939113,1464.20189055,384.44964581,210.41537358,25.83832415,9.46934196,76.55209301,118.61858687
2,1,0,2,4,354.96188793,441.91859874,379.99618608,325.58086421,350.99208198,259.59639188,63,1.41115094,425,1682.58666496,3383.21856832,340.25217852,211.27309384,23.21558973,8.04199824,72.48663983,113.11217753
2,0,0,3,3,172.73434659,385.49024422,331.40592187,314.9351642,174.45037715,338.33662415,47,2.59627609,873,924.39865715,3129.70576296,165.2861647,184.45579435,29.5851534,11.80821146,72.31777786,138.02190308
2,1,1,8,3,299.7391662,171.97311466,224.75309395,212.55992236,247.01563527,350.03356106,82,5.74847447,572,1144.83211686,2070.05073815,406.81490067,148.49303194,26.77743395,5.1398142,73.60749911,111.15531355
2,1,1,11,3,458.76484435,463.00913922,403.33898057,189.46839611,234.07658023,306.15961811,80,6.94781387,222,851.91768259,1625.71649794,113.08195593,191.05830464,23.01354275,2.29338644,78.39739924,128.72423569
2,0,0,4,4,190.14812394,252.22390306,243.82165752,289.50652899,229.77548315,254.17614539,53,7.41550854,683,976.72789721,3386.57581992,308.12740048,145.82825321,25.40523478,3.39985875,74.2302917,130.15084107
2,0,0,11,1,414.95866302,196.04424771,305.51777394,254.42941674,318.89123359,319.96225761,77,8.18364889,401,802.61221738,1986.29110923,327.10919183,132.3560585,23.71180753,9.06175571,78.42794938,118.41771479
3,1,0,11,4,363.00335782,394.60590072,353.51984524,268.38546928,306.40489588,316.76138966,26,2.06280941,207,1148.98012738,1866.4031946,134.34651495,184.89401185,33.41381904,3.66608037,71.32968017,108.63323104
5,0,0,11,2,359.04013932,439.97965032,208.80024755,275.76501393,374.90657604,351.92510779,79,2.05415073,363,1088.58084369,1490.74536103,230.38684974,205.21255778,21.69822631,5.70333514,71.5540853,106.37487878
6,1,1,4,3,164.45171673,453.07804748,311.21374459,302.9933668,375.64991639,314.39116183,73,8.2769711,880,944.03074141,3918.58186182,247.42993912,125.51228575,32.42681399,7.22846689,77.16239775,106.85669235
2,1,0,11,3,169.6774669,367.23882392,275.81951507,326.3421429,375.87655431,183.6419143,74,4.03295988,474,1693.67697048,3573.79439201,338.92346463,104.33511447,27.03683601,8.91991948,73.79167594,109.85093637
5,0,0,11,3,357.59186227,358.20898552,244.02156757,287.56149016,195.1128508,241.14508596,45,1.75045172,685,835.31575286,1489.27310872,143.01947146,126.51550895,29.43895,2.85830128,72.38009362,114.74998087
7,1,1,11,1,321.51213442,356.70151029,418.26167967,274.94166464,290.84326413,243.77250687,64,2.05477615,439,1340.72867227,3103.42039743,132.15316461,251.02209137,25.76112158,7.98167507,72.94330554,133.65725639
6,1,0,10,2,389.35278386,353.71560213,418.23663901,274.15245208,376.33823788,182.76258219,39,5.8341087,694,2454.229338,3886.51286487,385.8704568,206.30711692,23.03066092,8.25526012,75.22499948,130.32695227
7,0,0,11,2,368.35943584,288.16228318,383.01159088,266.73644246,366.29885125,326.0055902,58,4.15704866,519,820.61564022,3914.50011971,374.46981145,146.0600792,33.44880246,8.17424767,72.54434203,131.25769904
4,0,0,9,3,368.25222616,475.30935044,357.80223334,310.73457055,321.10775793,239.55957334,22,2.47646997,596,901.64579461,2758.65779905,467.11881668,107.81596492,32.6878085,2.55666433,76.38875602,118.9515896
6,1,1,9,3,456.14578341,454.57465326,291.21430667,337.99794277,307.71382251,264.67253332,75,0.76097127,386,1126.74693227,2140.24577145,159.0845993,254.58690404,31.945519,3.5518463,75.83449914,141.84006423
5,0,1,11,4,193.70491849,306.47810272,280.65201209,173.03224832,324.2949536,239.55795385,81,7.51789757,780,971.0016663,3989.34166164,111.61055143,131.83030839,23.50830923,9.05938987,78.45683968,126.1624669
4,0,1,11,4,358.69467099,323.27935007,309.33294189,307.13414701,184.03819929,283.96516035,23,4.11224137,371,2460.14464711,1857.27096658,335.47610207,247.2420909,26.71462227,8.33412904,72.1966234,112.9960029
7,0,0,9,4,145.08169793,329.61735946,316.593576,266.68600104,302.72049466,179.05064043,45,6.00879797,583,2119.51347654,2138.39002695,433.07658283,248.57383551,33.42431767,1.79682413,72.43614126,113.61633877
7,1,0,5,4,288.9909448,269.91336917,243.93499219,293.33432405,179.02850353,243.79210561,24,5.65228163,421,1423.51800173,3985.5554152,165.01801786,109.55372062,20.99821432,3.03593276,76.56410728,128.46335348
5,1,1,11,2,366.83217766,244.80126589,421.34533653,321.68076607,331.31225182,170.92169262,73,5.81331969,538,1657.19649948,1431.57532016,298.0273719,184.64930217,23.81522769,7.89759705,72.93901769,113.34975532
5,0,0,11,1,387.40176726,359.68461885,396.6832908,268.47113016,260.46310071,170.97668998,52,4.79812319,688,821.83015267,2760.21053633,200.90125751,90.18931773,25.33754607,9.69863596,72.76478628,124.25494787
4,0,1,11,3,353.54827021,299.46729627,240.94181121,286.66895675,320.79603474,235.89867321,50,4.85714834,873,1416.71719986,2449.14131483,164.73226512,100.33779238,25.18555444,12.25694751,76.29134765,113.67581922
4,1,1,8,2,190.16341622,361.42796303,378.95633869,292.45687865,375.17609468,353.92470479,30,4.04335478,258,951.24461065,3985.98168702,235.98072091,248.9072242,18.06645957,10.49184678,72.94403345,110.91051115
2,0,1,11,4,426.24050235,323.47136454,236.36611957,174.79334969,292.41215625,352.38572302,69,3.90765269,275,1323.59210222,1778.82546595,307.33041118,129.63902527,26.78267659,2.82092968,73.38369514,131.93909848
2,0,0,6,4,220.9122595,423.52331361,324.95468818,314.5078985,291.67038054,358.33610422,52,7.57043866,594,958.59021702,3873.97123075,275.87798962,186.44803942,26.35491117,16.26477459,71.23521479,112.49590561
2,1,0,2,4,352.48272971,200.79638788,218.48926877,265.2715169,371.05076228,358.87954946,71,4.21664615,233,1193.49450846,2846.67116309,350.51996749,146.55313857,22.94159373,4.18709366,71.37659732,113.23928257
2,1,1,11,3,319.34330414,446.64120729,209.14426314,216.11603203,372.03895266,260.78552301,79,0.80000451,403,945.71191262,1594.78682294,318.29466748,214.78039752,31.38000181,4.21345007,72.07197461,110.49030119
3,1,0,11,4,314.87613579,278.89137504,328.19681761,303.14322766,307.14785297,328.09767993,21,7.1051693,772,949.24004536,1702.70005734,123.80544101,264.19085894,33.00367251,8.72254965,77.74960605,129.42238282
3,0,1,6,2,362.33070783,248.16646007,422.47680929,321.55378994,175.48818146,338.29682555,68,0.81987646,618,1660.02565152,2072.39200185,164.59078899,87.83835604,29.24041997,4.90221856,74.11136891,123.76017736
3,0,1,11,2,197.17745422,474.50464417,431.70755351,264.79034656,329.95899996,288.54015619,50,2.50380804,339,2510.3442945,2563.4974269,422.8072865,167.8814189,28.88787683,14.97441432,76.66504969,125.79315447
6,1,0,9,4,168.41475886,439.68700016,309.61683964,177.03808642,173.14384979,325.53906331,54,7.49649006,620,841.51779698,2089.83529216,325.40550526,247.31259417,31.66794624,9.98217914,72.28805032,113.3960039
4,1,0,11,2,356.98900098,307.23630296,243.81325149,257.43285898,258.77486441,339.46864705,30,4.58444178,527,1182.09345696,1672.39254565,111.69712282,213.61280161,21.8832458,9.04661143,72.35201106,106.71131693
3,1,1,11,2,376.40364976,222.49150707,423.90458969,254.15241143,204.55404649,299.54544985,54,0.759027,807,1417.88785352,1940.06902062,308.44329075,254.24387126,26.06364326,16.64910351,70.94074904,129.94249786
